ticker,per,date,time,close,vol
БСП ао,D,2017-04-09,000000,61.7,0
БСП ао,D,2017-04-10,000000,62.3,379110
БСП ао,D,2017-04-11,000000,62,226730
БСП ао,D,2017-04-12,000000,60.35,277840
БСП ао,D,2017-04-13,000000,59.1,205350
БСП ао,D,2017-04-14,000000,58.85,104270
БСП ао,D,2017-04-15,000000,58.85,0
БСП ао,D,2017-04-16,000000,58.85,0
БСП ао,D,2017-04-17,000000,59,99450
БСП ао,D,2017-04-18,000000,60.4,385990
БСП ао,D,2017-04-19,000000,59.9,94450
БСП ао,D,2017-04-20,000000,60.15,153090
БСП ао,D,2017-04-21,000000,60.35,82840
БСП ао,D,2017-04-22,000000,60.35,0
БСП ао,D,2017-04-23,000000,60.35,0
БСП ао,D,2017-04-24,000000,62.3,119880
БСП ао,D,2017-04-25,000000,62.75,98670
БСП ао,D,2017-04-26,000000,62.7,64750
БСП ао,D,2017-04-27,000000,62,68890
БСП ао,D,2017-04-28,000000,63.35,1764040
БСП ао,D,2017-04-29,000000,63.35,0
БСП ао,D,2017-04-30,000000,63.35,0
БСП ао,D,2017-05-01,000000,63.35,0
БСП ао,D,2017-05-02,000000,63.05,43100
БСП ао,D,2017-05-03,000000,62.8,137330
БСП ао,D,2017-05-04,000000,62.75,43520
БСП ао,D,2017-05-05,000000,62,37090
БСП ао,D,2017-05-06,000000,62,0
БСП ао,D,2017-05-07,000000,62,0
БСП ао,D,2017-05-08,000000,62,0
БСП ао,D,2017-05-09,000000,62,0
БСП ао,D,2017-05-10,000000,63.85,107260
БСП ао,D,2017-05-11,000000,63.7,75400
БСП ао,D,2017-05-12,000000,63.9,136960
БСП ао,D,2017-05-13,000000,63.9,0
БСП ао,D,2017-05-14,000000,63.9,0
БСП ао,D,2017-05-15,000000,64.7,224480
БСП ао,D,2017-05-16,000000,63.5,142650
БСП ао,D,2017-05-17,000000,62.8,67600
БСП ао,D,2017-05-18,000000,61.5,76270
БСП ао,D,2017-05-19,000000,61.25,77030
БСП ао,D,2017-05-20,000000,61.25,0
БСП ао,D,2017-05-21,000000,61.25,0
БСП ао,D,2017-05-22,000000,59.9,84080
БСП ао,D,2017-05-23,000000,59.65,114470
БСП ао,D,2017-05-24,000000,61.9,54200
БСП ао,D,2017-05-25,000000,64.95,191390
БСП ао,D,2017-05-26,000000,61.95,192680
БСП ао,D,2017-05-27,000000,61.95,0
БСП ао,D,2017-05-28,000000,61.95,0
БСП ао,D,2017-05-29,000000,61,96760
БСП ао,D,2017-05-30,000000,60.05,84280
БСП ао,D,2017-05-31,000000,61.2,137140
БСП ао,D,2017-06-01,000000,60.75,80540
БСП ао,D,2017-06-02,000000,60.55,43280
БСП ао,D,2017-06-03,000000,60.55,0
БСП ао,D,2017-06-04,000000,60.55,0
БСП ао,D,2017-06-05,000000,60.45,26840
БСП ао,D,2017-06-06,000000,60.4,12660
БСП ао,D,2017-06-07,000000,59.3,47710
БСП ао,D,2017-06-08,000000,58,71060
БСП ао,D,2017-06-09,000000,59,22500
БСП ао,D,2017-06-10,000000,59,0
БСП ао,D,2017-06-11,000000,59,0
БСП ао,D,2017-06-12,000000,59,0
БСП ао,D,2017-06-13,000000,58.55,50730
БСП ао,D,2017-06-14,000000,57.1,62960
БСП ао,D,2017-06-15,000000,55.6,134770
БСП ао,D,2017-06-16,000000,58,83980
БСП ао,D,2017-06-17,000000,58,0
БСП ао,D,2017-06-18,000000,58,0
БСП ао,D,2017-06-19,000000,57.9,14150
БСП ао,D,2017-06-20,000000,58.15,16610
БСП ао,D,2017-06-21,000000,56.7,34010
БСП ао,D,2017-06-22,000000,56,140910
БСП ао,D,2017-06-23,000000,57.4,47800
БСП ао,D,2017-06-24,000000,57.4,0
БСП ао,D,2017-06-25,000000,57.4,0
БСП ао,D,2017-06-26,000000,58.2,27430
БСП ао,D,2017-06-27,000000,57.55,124340
БСП ао,D,2017-06-28,000000,56.35,87860
БСП ао,D,2017-06-29,000000,56.05,105570
БСП ао,D,2017-06-30,000000,57.4,248180
БСП ао,D,2017-07-01,000000,57.4,0
БСП ао,D,2017-07-02,000000,57.4,0
БСП ао,D,2017-07-03,000000,57.75,212690
БСП ао,D,2017-07-04,000000,59.35,198810
БСП ао,D,2017-07-05,000000,59.5,270670
БСП ао,D,2017-07-06,000000,59.5,201130
БСП ао,D,2017-07-07,000000,59.9,222110
БСП ао,D,2017-07-08,000000,59.9,0
БСП ао,D,2017-07-09,000000,59.9,0
БСП ао,D,2017-07-10,000000,60.1,130830
БСП ао,D,2017-07-11,000000,60.3,136030
БСП ао,D,2017-07-12,000000,61.5,166290
БСП ао,D,2017-07-13,000000,61.65,163360
БСП ао,D,2017-07-14,000000,61.45,38290
БСП ао,D,2017-07-15,000000,61.45,0
БСП ао,D,2017-07-16,000000,61.45,0
БСП ао,D,2017-07-17,000000,60.4,65110
БСП ао,D,2017-07-18,000000,59.9,110510
БСП ао,D,2017-07-19,000000,61,43120
БСП ао,D,2017-07-20,000000,60.05,84400
БСП ао,D,2017-07-21,000000,59.05,166200
БСП ао,D,2017-07-22,000000,59.05,0
БСП ао,D,2017-07-23,000000,59.05,0
БСП ао,D,2017-07-24,000000,57.95,86510
БСП ао,D,2017-07-25,000000,58.6,47560
БСП ао,D,2017-07-26,000000,57.1,242590
БСП ао,D,2017-07-27,000000,56.65,193960
БСП ао,D,2017-07-28,000000,55.95,668120
БСП ао,D,2017-07-29,000000,55.95,0
БСП ао,D,2017-07-30,000000,55.95,0
БСП ао,D,2017-07-31,000000,55.5,183390
